"","Date","NZU","EUA","KAU","CEA","HBEA","ACCU","UKA","WCA","CCA"
"377",2008-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",2008-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",2008-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",2008-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",2008-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",2008-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",2008-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",2008-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",2008-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",2008-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",2008-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",2008-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",2008-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",2008-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",2008-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",2008-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",2008-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",2008-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",2008-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",2008-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",2008-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",2008-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",2008-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",2008-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",2008-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",2008-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",2008-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",2008-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",2008-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",2008-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",2008-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",2008-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",2008-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",2008-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",2008-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",2008-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",2008-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",2008-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",2008-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",2008-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",2008-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",2008-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",2008-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",2008-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",2008-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",2008-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",2008-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",2008-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",2008-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",2008-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",2008-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",2008-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",2008-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",2008-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",2008-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",2008-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",2008-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",2008-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",2008-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",2008-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",2008-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",2008-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",2008-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",2008-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",2008-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",2008-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",2008-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",2008-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",2008-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",2008-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",2008-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",2008-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",2008-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",2008-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",2008-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",2008-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",2008-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",2008-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",2008-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",2008-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",2008-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",2008-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",2008-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",2008-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",2008-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",2008-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",2008-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",2008-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",2008-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",2008-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",2008-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",2008-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",2008-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",2008-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",2008-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",2008-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",2008-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",2008-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",2008-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",2008-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",2008-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",2008-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",2008-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",2008-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",2008-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",2008-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",2008-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",2008-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",2008-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",2008-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",2008-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",2008-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",2008-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",2008-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",2008-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",2008-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",2008-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",2008-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",2008-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",2008-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",2008-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",2008-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",2008-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",2008-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",2008-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",2008-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",2008-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",2008-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",2008-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",2009-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",2009-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",2009-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",2009-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",2009-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",2009-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",2009-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",2009-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",2009-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",2009-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",2009-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",2009-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",2009-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",2009-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",2009-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",2009-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",2009-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",2009-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",2009-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",2009-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",2009-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",2009-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",2009-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",2009-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",2009-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",2009-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",2009-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",2009-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",2009-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",2009-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",2009-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537",2009-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",2009-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",2009-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",2009-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",2009-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",2009-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",2009-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",2009-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",2009-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",2009-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",2009-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",2009-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",2009-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",2009-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",2009-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",2009-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",2009-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",2009-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",2009-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",2009-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",2009-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",2009-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",2009-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",2009-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",2009-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",2009-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",2009-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",2009-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",2009-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",2009-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",2009-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",2009-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",2009-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",2009-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",2009-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",2009-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",2009-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",2009-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",2009-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",2009-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",2009-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",2009-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",2009-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",2009-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",2009-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",2009-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",2009-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",2009-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",2009-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",2009-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",2009-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",2009-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",2009-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",2009-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",2009-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",2009-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",2009-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",2009-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",2009-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",2009-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",2009-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",2009-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",2009-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",2009-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",2009-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",2009-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",2009-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",2009-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",2009-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",2009-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",2009-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",2009-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",2009-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",2009-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",2009-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",2009-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",2009-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",2009-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",2009-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",2009-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",2009-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",2009-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",2009-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",2009-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",2009-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",2009-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",2009-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",2009-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",2009-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",2009-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",2009-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",2009-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",2009-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",2009-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",2009-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",2009-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",2009-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",2009-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",2009-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",2009-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",2009-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",2009-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",2009-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",2009-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",2009-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",2009-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",2009-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",2009-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",2009-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",2009-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",2009-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",2009-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",2009-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",2009-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",2009-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",2009-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",2009-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",2009-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",2009-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",2009-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",2009-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",2009-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",2009-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",2009-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",2009-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",2009-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",2009-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",2009-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",2009-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",2009-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",2009-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",2009-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",2009-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",2009-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",2009-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",2009-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",2009-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",2009-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",2009-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",2009-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",2009-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",2009-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",2009-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",2009-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",2009-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",2009-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",2009-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",2009-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",2009-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",2009-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",2009-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",2009-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",2009-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",2009-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",2009-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",2009-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",2009-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",2009-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",2009-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",2009-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",2009-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",2009-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",2009-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",2009-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",2009-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",2009-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",2009-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",2009-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",2009-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",2009-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",2009-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",2009-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",2009-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",2009-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",2009-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",2009-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",2009-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",2009-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",2009-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",2009-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",2009-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719",2009-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",2009-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",2009-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",2009-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",2009-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",2009-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",2009-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",2009-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727",2009-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728",2009-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",2009-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",2009-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",2009-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",2009-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",2009-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734",2009-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",2009-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",2009-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",2009-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",2009-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",2009-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",2009-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",2009-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",2009-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",2009-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",2009-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",2009-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",2009-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",2009-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",2009-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",2009-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",2009-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",2010-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",2010-01-05,10.2286094205493,12.55,NA,NA,NA,NA,NA,NA,NA
